instance,num_incorrect,cost,time,winner
500_r0c14_nw1000_ew10_0.rgg,0,4571.0000,1.6809,LP_Rounding
500_r0c14_nw1000_ew10_1.rgg,0,5346.0000,1.9696,LP_Rounding
500_r0c14_nw1000_ew10_2.rgg,0,5283.0000,1.8014,LP_Rounding
500_r0c14_nw1000_ew10_3.rgg,0,4751.0000,1.7906,LP_Rounding
500_r0c14_nw1000_ew10_4.rgg,0,5107.0000,1.7938,LP_Rounding
500_r0c14_nw1000_ew10_5.rgg,0,5005.0000,1.7955,LP_Rounding
500_r0c14_nw1000_ew10_6.rgg,0,5106.0000,1.8683,LP_Rounding
500_r0c14_nw1000_ew10_7.rgg,0,4305.0000,2.0221,LP_Rounding
500_r0c14_nw1000_ew10_8.rgg,0,5031.0000,1.7978,LP_Rounding
500_r0c14_nw1000_ew10_9.rgg,0,5515.0000,1.7678,LP_Rounding
500_r0c14_nw100_ew100_0.rgg,0,14569.0000,1.5119,Clique_Size
500_r0c14_nw100_ew100_1.rgg,0,13663.0000,1.6910,Clique_Size
500_r0c14_nw100_ew100_2.rgg,0,15344.0000,1.5898,Clique_Size
500_r0c14_nw100_ew100_3.rgg,0,14448.0000,1.6835,Clique_Size
500_r0c14_nw100_ew100_4.rgg,0,15179.0000,1.5837,Clique_Inverse_size
500_r0c14_nw100_ew100_5.rgg,0,14730.0000,1.8573,Clique_Hub
500_r0c14_nw100_ew100_6.rgg,0,14422.0000,1.7688,Clique_Inverse_size
500_r0c14_nw100_ew100_7.rgg,0,14995.0000,1.4336,Clique_Inverse_size
500_r0c14_nw100_ew100_8.rgg,0,14870.0000,1.4945,Clique_Size
500_r0c14_nw100_ew100_9.rgg,0,14697.0000,1.6475,Clique_Size
500_r0c14_nw10_ew1000_0.rgg,0,117855.0000,1.9263,Clique_Size
500_r0c14_nw10_ew1000_1.rgg,0,126525.0000,1.6571,Clique_Size
500_r0c14_nw10_ew1000_2.rgg,0,126111.0000,1.6249,Clique_Size
500_r0c14_nw10_ew1000_3.rgg,0,120865.0000,1.9223,Clique_Hub
500_r0c14_nw10_ew1000_4.rgg,0,127415.0000,1.7212,Clique_Size
500_r0c14_nw10_ew1000_5.rgg,0,128547.0000,1.7846,Clique_Size
500_r0c14_nw10_ew1000_6.rgg,0,128597.0000,1.6080,Clique_Size
500_r0c14_nw10_ew1000_7.rgg,0,136116.0000,1.6358,Clique_Size
500_r0c14_nw10_ew1000_8.rgg,0,117464.0000,1.7984,Clique_Inverse_size
500_r0c14_nw10_ew1000_9.rgg,0,132701.0000,1.6265,Clique_Inverse_size
